ID,処方名,よみ,効能効果,生薬名,分量
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,ケイガイ,1-1.5
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,オウレン,1-1.5
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,ハッカヨウ,1-1.5
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,キジツ,1-1.5
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,カンゾウ,1-1.5
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,サンシシ,1.5-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,センキュウ,2-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,オウゴン,2-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,レンギョウ,2.5-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,ビャクシ,2.5-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,キキョウ,2.5-3
s159,清上防風湯,せいじょうぼうふうとう,体力中等度以上で、顔面にぶつぶつ（にきび）ができる人の、にきび、酒さ,ボウフウ,2.5-3
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,ニンジン,3-3.5
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,ビャクジュツ,3-3.5
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,バクモンドウ,3-3.5
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,トウキ,3
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,オウギ,3
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,チンピ,2-3
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,ゴミシ,1-2
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,オウバク,1-2
s160,清暑益気湯,せいしょえっきとう,体力虚弱で、疲れやすく夏やせ・食欲不振・口渇のある人の、夏ばて、慢性胃腸炎、下痢,カンゾウ,1-2
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,レンニク,4-5
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,バクモンドウ,3-4
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,ブクリョウ,4
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,ニンジン,3-5
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,シャゼンシ,3
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,オウゴン,3
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,オウギ,2-4
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,ジコッピ,2-3
s161,清心蓮子飲,せいしんれんしいん,体力中等度以下で、疲れやすく口渇・排尿異常（頻尿・排尿痛・残尿感）のある人の、慢性膀胱炎、尿道炎、腎炎,カンゾウ,1.5-2
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ニンジン,3
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ビャクジュツ,3-4
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ブクリョウ,3-4
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,トウキ,3
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,シャクヤク,3
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ショウマ,0.5-1
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ゴミシ,1
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,ゲンジン,1-2
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,バクモンドウ,3
s162,清熱補気湯,せいねつほきとう,体力虚弱で、気力が衰え発熱・口渇のある人の、口腔内の乾燥、慢性疾患での体力低下,カンゾウ,1
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,トウキ,3
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,センキュウ,3
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,シャクヤク,3
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,ジオウ,3
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,ゲンジン,1.5
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,チモ,1.5
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,ゴミシ,1.5
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,オウバク,1.5
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,バクモンドウ,1.5-3
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,サイコ,1.5
s163,清熱補血湯,せいねつほけつとう,体力虚弱で、貧血気味で血虚・陰虚による口渇・のぼせ・皮膚乾燥・口内炎のある人,ボタンピ,1.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,オウゴン,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,キキョウ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,ソウハクヒ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,キョウニン,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,サンシシ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,テンモンドウ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,バイモ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,チンピ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,タイソウ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,チクジョ,2-2.5
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,ブクリョウ,3
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,トウキ,3
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,バクモンドウ,3
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,ゴミシ,0.5-1
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,ショウキョウ,1
s164,清肺湯,せいはいとう,体力中等度で、痰が多くて切れにくい人の、咳、気管支炎、気管支拡張症,カンゾウ,1
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,ボタンピ,3
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,センキュウ,3
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,シャクヤク,3
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,ケイヒ,3
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,トウニン,4-5
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,トウキ,4-5
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,エンゴサク,2-2.5
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,ゴシツ,2-2.5
s165,折衝飲,せっしょういん,体力中等度以上で、下腹部に瘀血があり月経不順・月経困難症・更年期障害・打ち身のある人,コウカ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,トウキ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,センキュウ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,シャクヤク,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,ジオウ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,オウゴン,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,サンシシ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,レンギョウ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,ボウフウ,1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,ケツメイシ,
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,.5,
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,オウレン,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,ケイガイ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,ハッカ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,キョウカツ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,マンケイシ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,キクカ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,キキョウ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,シツリシ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,カンゾウ,1-1.5
s627,洗肝明目湯,せんかんめいもくとう,体力中等度以上で、のぼせがあり目が赤く痛む人の、結膜炎、眼瞼炎,セッコウ,1.5-3
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,ビャクシ,2
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,キョウカツ,2
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,ケイガイ,2
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,ボウフウ,2
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,ハッカヨウ,2
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,カンゾウ,1.5
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,細茶,1.5
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,センキュウ,3
s166,川芎茶調散,せんきゅうちゃちょうさん,体力中等度以上で、頭痛・鼻水のある人の、感冒、血管性頭痛、慢性頭痛,コウブシ,3-4
s167,千金鶏鳴散,せんきんけいめいさん,体力中等度以上で、便秘・月経困難症・更年期障害のある人,ダイオウ,1-2
s167,千金鶏鳴散,せんきんけいめいさん,体力中等度以上で、便秘・月経困難症・更年期障害のある人,トウキ,4-5
s167,千金鶏鳴散,せんきんけいめいさん,体力中等度以上で、便秘・月経困難症・更年期障害のある人,トウニン,4-5
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,オウギ,2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,トウキ,3-4
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,ニンジン,2-3
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,センキュウ,2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,ボウフウ,2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,キキョウ,2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,ビャクシ,1-2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,コウボク,2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,カンゾウ,1-2
s168,千金内托散,せんきんないたくさん,体力中等度で、皮膚・皮下の化膿性疾患・傷の化膿・膿瘍のある人,ケイヒ,2-4
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ニンジン,2-3
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ビャクジュツ,2-4
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ブクリョウ,2-4
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,チンピ,2
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,コウボク,2
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,シュクシャ,1-2
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,シソシ,2
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ジンコウ,1-1.5
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ソウハクヒ,1.5-2
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,トウキ,2-4
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,モッコウ,1-1.5
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,カンゾウ,1-3
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,ショウキョウ,1
s631,喘四君子湯,ぜんしくんしとう,体力虚弱で、咳・喘鳴・息苦しい喘息に体力虚弱な人,タイソウ,2
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,ビャクジュツ,4
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,ブクリョウ,4
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,カッコン,4
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,ニンジン,3
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,カッコウ,1
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,モッコウ,1
s169,銭氏白朮散,せんしびゃくじゅつさん,体力虚弱で、食欲不振・消化不良・嘔吐・下痢しやすい小児の胃腸虚弱,カンゾウ,1
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,マオウ,3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,ケイヒ,3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,トウキ,3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,ニンジン,3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,セッコウ,3-6
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,カンキョウ,2-3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,カンゾウ,2-3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,センキュウ,1.5-3
s170,続命湯,ぞくめいとう,体力中等度以上で、中風後遺症・半身不随のある人,キョウニン,2.5-4
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,トウキ,2-3.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ジオウ,2-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,センキュウ,2-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ソウジュツ,2-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ブクリョウ,1-2
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,トウニン,2-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,シャクヤク,2.5-4.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ゴシツ,1.5-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,イレイセン,1.5-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ボウイ,1.5-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,キョウカツ,1.5-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ボウフウ,1.5-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,リュウタン,1.5-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ショウキョウ,0.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,チンピ,1.5-3
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,ビャクシ,1-2.5
s171,疎経活血湯,そけいかっけつとう,体力中等度以上で、腰痛・筋肉痛・神経痛・関節痛・下肢痛（特に慢性のもの）のある人,カンゾウ,1
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,シソシ,3-5
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,ハンゲ,3-5
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,チンピ,2-3
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,ゼンコ,2-3
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,ケイヒ,2-3
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,トウキ,2.5-3
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,コウボク,2-3
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,タイソウ,1-2
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,ショウキョウ,0.5-1又はカンキョウ
s172,蘇子降気湯,そしこうきとう,体力中等度以下で、気が上がって咳・息苦しさ・冷え・下肢の浮腫がある人の、気管支喘息、肺気腫、慢性気管支炎,カンゾウ,1-2
s173,大黄甘草湯,だいおうかんぞうとう,体力に関わらず、便秘・腹部膨満のある人,ダイオウ,4-10
s173,大黄甘草湯,だいおうかんぞうとう,体力に関わらず、便秘・腹部膨満のある人,カンゾウ,1-5
s637,大黄附子湯,だいおうぶしとう,体力中等度以上で、便秘・腹痛・冷え・関節痛のある人,ダイオウ,1-3
s637,大黄附子湯,だいおうぶしとう,体力中等度以上で、便秘・腹痛・冷え・関節痛のある人,加工ブシ,0.2-1.5
s637,大黄附子湯,だいおうぶしとう,体力中等度以上で、便秘・腹痛・冷え・関節痛のある人,サイシン,2-3
s174,大黄牡丹皮湯,だいおうぼたんぴとう,体力中等度以上で、下腹部に圧痛があり便秘しがちな人の、急性腸炎、大腸炎、便秘、痔疾、月経不順,ダイオウ,1-5
s174,大黄牡丹皮湯,だいおうぼたんぴとう,体力中等度以上で、下腹部に圧痛があり便秘しがちな人の、急性腸炎、大腸炎、便秘、痔疾、月経不順,ボタンピ,1-4
s174,大黄牡丹皮湯,だいおうぼたんぴとう,体力中等度以上で、下腹部に圧痛があり便秘しがちな人の、急性腸炎、大腸炎、便秘、痔疾、月経不順,トウニン,2-4
